Season,Team,Bat_Player,Bat_Mat,Bat_Inns,Bat_NO,Bat_Runs,Bat_HS,Bat_Ave,Bat_BF,Bat_SR,Bat_100,Bat_50,Bat_0,Bat_4s,Bat_6s,Bat_,Bowl_Player,Bowl_Mat,Bowl_Inns,Bowl_Overs,Bowl_Mdns,Bowl_Runs,Bowl_Wkts,Bowl_BBI,Bowl_Ave,Bowl_Econ,Bowl_SR,Bowl_4,Bowl_5,Bowl_
2024,Delhi Capitals,L Shafeeg,8,2,2,17,10*,-,24,70.83,0,0,0,1,0,,Adam Khalaf,1,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Mabsar Abdulla,2,1,0,11,11,11.00,21,52.38,0,0,0,0,0,,Azin Rafeeg,1,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Ameel Mauroof,4,1,1,9,9*,-,7,128.57,0,0,0,0,1,,Hassan Rasheed,12,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Nazwan Ismail,8,5,4,6,2*,6.00,18,33.33,0,0,0,0,0,,Mabsar Abdulla,2,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Shunan Ali,9,1,1,3,3*,-,4,75.00,0,0,0,0,0,,Mohamed Azzam,17,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Azin Rafeeg,1,1,1,2,2*,-,5,40.00,0,0,0,0,0,,Mohamed Rishwan,6,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Mohamed Ishmath,8,2,0,0,0,0.00,3,0.00,0,0,2,0,0,,Rasheed Rassam,1,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Mohamed Miuvaan,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,,KTK Rodrigo,8,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Adam Khalaf,1,-,-,-,-,-,-,-,-,-,-,-,-,,Shaof Hassan,11,-,-,-,-,-,-,-,-,-,-,-,
2024,Delhi Capitals,Rasheed Rassam,1,-,-,-,-,-,-,-,-,-,-,-,-,,GPK Wijesingha,6,-,-,-,-,-,-,-,-,-,-,-,
2024,Kolkata Knight Riders,LF Muller,9,9,1,197,57*,24.62,171,115.20,0,1,0,20,6,,LH Rodrigues,9,9,35.0,2,182,12,4/10,15.16,5.20,17.5,1,0,
2024,Kolkata Knight Riders,W Maximo,9,9,0,99,25,11.00,147,67.34,0,0,0,9,0,,Kawsar Khan,6,6,24.0,2,135,10,4/28,13.50,5.62,14.4,1,0,
2024,Kolkata Knight Riders,LH Rodrigues,9,9,1,96,32*,12.00,137,70.07,0,0,2,7,0,,Yasar Haroon,9,9,33.0,2,186,10,5/16,18.60,5.63,19.8,0,1,
2024,Kolkata Knight Riders,Yasar Haroon,9,9,1,87,24*,10.87,127,68.50,0,0,1,10,0,,R Avery,8,8,26.0,0,183,9,4/20,20.33,7.03,17.3,1,0,
2024,Kolkata Knight Riders,Muhammad Saleem,7,7,0,71,22,10.14,59,120.33,0,0,0,5,5,,IC Simao,9,9,32.0,0,245,6,2/18,40.83,7.65,32.0,0,0,
2024,Kolkata Knight Riders,Kawsar Khan,6,6,1,69,28*,13.80,72,95.83,0,0,0,5,2,,LF Muller,9,4,7.0,0,50,3,1/8,16.66,7.14,14.0,0,0,
2024,Kolkata Knight Riders,MFI Assuncao,9,7,0,63,29,9.00,67,94.02,0,0,1,5,2,,G Oliveira,7,6,11.0,0,83,3,2/12,27.66,7.54,22.0,0,0,
2024,Kolkata Knight Riders,G Caisley,6,6,0,16,11,2.66,37,43.24,0,0,2,2,0,,MFI Assuncao,9,1,1.0,0,20,0,-,-,20.00,-,0,0,
2024,Kolkata Knight Riders,CC Machado,5,4,1,14,8,4.66,31,45.16,0,0,0,0,0,,Muhammad Saleem,7,2,3.0,0,8,0,-,-,2.66,-,0,0,
2024,Kolkata Knight Riders,L Maximo,4,3,1,14,6*,7.00,38,36.84,0,0,0,0,0,,CC Machado,5,-,-,-,-,-,-,-,-,-,-,-,
2024,Kolkata Knight Riders,G Oliveira,7,5,2,14,9,4.66,18,77.77,0,0,0,0,1,,G Caisley,6,-,-,-,-,-,-,-,-,-,-,-,
2024,Kolkata Knight Riders,R Avery,8,6,1,13,11,2.60,26,50.00,0,0,3,1,0,,L Maximo,4,-,-,-,-,-,-,-,-,-,-,-,
2024,Kolkata Knight Riders,IC Simao,9,6,3,2,2*,0.66,11,18.18,0,0,3,0,0,,W Maximo,9,-,-,-,-,-,-,-,-,-,-,-,
2024,Kolkata Knight Riders,VRCF Poubel,2,2,0,0,0,0.00,3,0.00,0,0,2,0,0,,VRCF Poubel,2,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,SV Samson,13,12,2,436,111,43.60,242,180.16,3,1,5,35,31,,Arshdeep Singh,18,18,64.5,1,486,36,4/9,13.50,7.49,10.8,1,0,
2024,Mumbai Indians,SA Yadav,18,17,1,429,75,26.81,283,151.59,0,4,0,41,22,,Ravi Bishnoi,16,16,61.0,3,459,22,4/13,20.86,7.52,16.6,1,0,
2024,Mumbai Indians,RG Sharma,11,11,2,378,121*,42.00,236,160.16,1,3,2,35,23,,AR Patel,16,16,46.0,1,326,20,3/23,16.30,7.08,13.8,0,0,
2024,Mumbai Indians,HH Pandya,17,14,6,352,50*,44.00,234,150.42,0,1,0,33,19,,CV Varun,7,7,28.0,0,211,17,5/17,12.41,7.53,9.8,0,1,
2024,Mumbai Indians,NT Tilak Varma,5,5,2,306,120*,102.00,163,187.73,2,0,0,23,21,,HH Pandya,17,16,51.0,3,420,16,3/20,26.25,8.23,19.1,0,0,
2024,Mumbai Indians,S Dube,15,13,4,296,63*,32.88,220,134.54,0,2,1,18,15,,Washington Sundar,12,12,35.0,0,204,16,3/15,12.75,5.82,13.1,0,0,
2024,Mumbai Indians,YBK Jaiswal,8,8,1,293,93*,41.85,170,172.35,0,2,0,32,16,,JJ Bumrah,8,8,29.4,2,124,15,3/7,8.26,4.17,11.8,0,0,
2024,Mumbai Indians,Shubman Gill,8,8,1,266,66,38.00,200,133.00,0,2,0,34,6,,Kuldeep Yadav,6,6,23.0,0,170,11,3/19,15.45,7.39,12.5,0,0,
2024,Mumbai Indians,Abhishek Sharma,12,11,0,256,100,23.27,149,171.81,1,1,1,22,19,,Mukesh Kumar,6,6,20.1,0,173,10,4/22,17.30,8.57,12.1,1,0,
2024,Mumbai Indians,RK Singh,18,14,7,245,69*,35.00,162,151.23,0,2,1,14,16,,Avesh Khan,6,6,20.5,0,189,9,3/15,21.00,9.07,13.8,0,0,
2024,Mumbai Indians,RR Pant,10,10,2,222,49,27.75,169,131.36,0,0,1,25,7,,S Dube,15,7,16.0,0,144,5,2/25,28.80,9.00,19.2,0,0,
2024,Mumbai Indians,V Kohli,10,10,0,180,76,18.00,151,119.20,0,1,3,13,7,,R Parag,9,5,12.2,0,83,4,3/5,20.75,6.72,18.5,0,0,
2024,Mumbai Indians,AR Patel,16,9,3,137,47,22.83,100,137.00,0,0,0,10,7,,MP Yadav,3,3,12.0,1,83,4,2/32,20.75,6.91,18.0,0,0,
2024,Mumbai Indians,RD Gaikwad,4,3,1,133,77*,66.50,84,158.33,0,1,0,16,4,,Abhishek Sharma,12,7,16.0,0,134,3,1/10,44.66,8.37,32.0,0,0,
2024,Mumbai Indians,R Parag,9,6,0,106,34,17.66,70,151.42,0,0,0,3,9,,KK Ahmed,4,4,14.0,0,103,3,2/32,34.33,7.35,28.0,0,0,
2024,Mumbai Indians,K Nitish Kumar Reddy,3,3,1,90,74,45.00,50,180.00,0,1,1,4,8,,K Nitish Kumar Reddy,3,3,9.0,0,71,3,2/23,23.66,7.88,18.0,0,0,
2024,Mumbai Indians,Washington Sundar,12,5,3,54,27,27.00,54,100.00,0,0,0,3,2,,TU Deshpande,2,2,6.0,0,55,2,1/25,27.50,9.16,18.0,0,0,
2024,Mumbai Indians,RA Jadeja,8,5,2,35,17*,11.66,22,159.09,0,0,1,3,1,,Mohammed Siraj,6,6,20.0,0,118,2,1/13,59.00,5.90,60.0,0,0,
2024,Mumbai Indians,Arshdeep Singh,18,7,5,31,9,15.50,29,106.89,0,0,0,2,2,,RK Singh,18,1,1.0,0,3,2,2/3,1.50,3.00,3.0,0,0,
2024,Mumbai Indians,JM Sharma,2,2,0,31,31,15.50,22,140.90,0,0,1,5,0,,SA Yadav,18,1,1.0,0,5,2,2/5,2.50,5.00,3.0,0,0,
2024,Mumbai Indians,Ravi Bishnoi,16,3,1,18,9,9.00,19,94.73,0,0,0,3,0,,RA Jadeja,8,7,14.0,0,106,1,1/20,106.00,7.57,84.0,0,0,
2024,Mumbai Indians,Avesh Khan,6,1,0,16,16,16.00,12,133.33,0,0,0,3,0,,Ramandeep Singh,2,1,3.2,0,42,1,1/42,42.00,12.60,20.0,0,0,
2024,Mumbai Indians,Ramandeep Singh,2,1,0,15,15,15.00,6,250.00,0,0,0,1,1,,RD Gaikwad,4,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,Mohammed Siraj,6,2,1,7,7*,7.00,8,87.50,0,0,1,0,0,,YBK Jaiswal,8,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,DC Jurel,2,1,0,6,6,6.00,14,42.85,0,0,0,1,0,,DC Jurel,2,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,MP Yadav,3,1,1,1,1*,-,1,100.00,0,0,0,0,0,,V Kohli,10,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,KK Ahmed,4,1,1,0,0*,-,1,0.00,0,0,0,0,0,,RR Pant,10,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,JJ Bumrah,8,1,0,0,0,0.00,1,0.00,0,0,1,0,0,,B Sai Sudharsan,1,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,Mukesh Kumar,6,1,0,0,0,0.00,3,0.00,0,0,1,0,0,,SV Samson,13,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,CV Varun,7,1,0,0,0,0.00,2,0.00,0,0,1,0,0,,JM Sharma,2,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,TU Deshpande,2,-,-,-,-,-,-,-,-,-,-,-,-,,RG Sharma,11,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,Kuldeep Yadav,6,-,-,-,-,-,-,-,-,-,-,-,-,,Shubman Gill,8,-,-,-,-,-,-,-,-,-,-,-,
2024,Mumbai Indians,B Sai Sudharsan,1,-,-,-,-,-,-,-,-,-,-,-,-,,NT Tilak Varma,5,-,-,-,-,-,-,-,-,-,-,-,
2024,Rajasthan Royals,BKG Mendis,22,22,1,628,86,29.90,492,127.64,0,3,1,63,21,,PW Hasaranga,20,20,76.2,1,543,38,4/15,14.28,7.11,12.0,2,0,
2024,Rajasthan Royals,P Nissanka,19,19,2,622,90,36.58,449,138.53,0,5,1,79,16,,M Pathirana,18,17,56.2,1,468,30,4/24,15.60,8.30,11.2,2,0,
2024,Rajasthan Royals,KIC Asalanka,20,19,2,378,69,22.23,276,136.95,0,2,3,23,21,,M Theekshana,21,21,74.5,0,534,24,3/28,22.25,7.13,18.7,0,0,
2024,Rajasthan Royals,PHKD Mendis,18,16,1,305,65*,20.33,249,122.48,0,2,1,33,10,,N Thushara,12,12,40.4,1,296,19,5/20,15.57,7.27,12.8,1,1,
2024,Rajasthan Royals,MDKJ Perera,13,13,1,295,55*,24.58,217,135.94,0,2,3,34,6,,MD Shanaka,14,12,20.5,1,181,8,2/17,22.62,8.68,15.6,0,0,
2024,Rajasthan Royals,AD Mathews,12,10,4,268,66*,44.66,200,134.00,0,1,0,19,12,,AD Mathews,12,11,23.2,0,189,7,2/9,27.00,8.10,20.0,0,0,
2024,Rajasthan Royals,S Samarawickrama,10,9,2,199,61*,28.42,164,121.34,0,2,1,22,2,,B Fernando,7,7,25.0,0,223,6,2/18,37.16,8.92,25.0,0,0,
2024,Rajasthan Royals,PW Hasaranga,20,18,3,179,67,11.93,122,146.72,0,1,4,17,8,,DN Wellalage,4,4,15.3,0,91,6,3/9,15.16,5.87,15.5,0,0,
2024,Rajasthan Royals,DM de Silva,6,6,1,116,34,23.20,110,105.45,0,0,0,10,2,,KIC Asalanka,20,4,7.0,0,53,3,2/6,17.66,7.57,14.0,0,0,
2024,Rajasthan Royals,MD Shanaka,14,11,2,105,26*,11.66,80,131.25,0,0,3,11,4,,PVD Chameera,3,3,10.0,0,81,3,2/30,27.00,8.10,20.0,0,0,
2024,Rajasthan Royals,PBB Rajapaksa,6,5,1,49,17,12.25,40,122.50,0,0,0,5,1,,DM de Silva,6,3,3.5,0,14,3,1/1,4.66,3.65,7.6,0,0,
2024,Rajasthan Royals,M Theekshana,21,10,2,32,14,4.00,55,58.18,0,0,3,3,0,,D Madushanka,4,4,13.0,0,125,3,1/22,41.66,9.61,26.0,0,0,
2024,Rajasthan Royals,RTM Mendis,2,2,0,15,12,7.50,16,93.75,0,0,0,0,1,,A Dananjaya,2,2,6.0,0,56,2,2/37,28.00,9.33,18.0,0,0,
2024,Rajasthan Royals,M Pathirana,18,8,4,12,6,3.00,20,60.00,0,0,3,1,0,,AM Fernando,4,3,10.0,0,95,2,1/11,47.50,9.50,30.0,0,0,
2024,Rajasthan Royals,DN Wellalage,4,2,1,12,11*,12.00,16,75.00,0,0,0,1,1,,PHKD Mendis,18,5,10.0,0,78,2,1/14,39.00,7.80,30.0,0,0,
2024,Rajasthan Royals,WIA Fernando,3,3,0,9,5,3.00,16,56.25,0,0,1,1,0,,RTM Mendis,2,1,3.0,0,26,1,1/26,26.00,8.66,18.0,0,0,
2024,Rajasthan Royals,C Wickramasinghe,2,2,2,8,4*,-,5,160.00,0,0,0,1,0,,C Wickramasinghe,2,2,6.0,0,44,1,1/17,44.00,7.33,36.0,0,0,
2024,Rajasthan Royals,B Fernando,7,3,1,7,4*,3.50,11,63.63,0,0,1,0,0,,WIA Fernando,3,-,-,-,-,-,-,-,-,-,-,-,
2024,Rajasthan Royals,PVD Chameera,3,1,1,6,6*,-,2,300.00,0,0,0,1,0,,BKG Mendis,22,-,-,-,-,-,-,-,-,-,-,-,
2024,Rajasthan Royals,A Dananjaya,2,1,1,4,4*,-,1,400.00,0,0,0,1,0,,P Nissanka,19,-,-,-,-,-,-,-,-,-,-,-,
2024,Rajasthan Royals,AM Fernando,4,2,2,1,1*,-,2,50.00,0,0,0,0,0,,MDKJ Perera,13,-,-,-,-,-,-,-,-,-,-,-,
2024,Rajasthan Royals,N Thushara,12,4,3,1,1*,1.00,8,12.50,0,0,1,0,0,,PBB Rajapaksa,6,-,-,-,-,-,-,-,-,-,-,-,
2024,Rajasthan Royals,D Madushanka,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,,S Samarawickrama,10,-,-,-,-,-,-,-,-,-,-,-,
